name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Seoul,South Korea",2023-08-02,91.7,80.1,85.7,102.7,85.4,93,73.7,68.8,0,0,0,,0,0,8.9,8.7,270.2,1007.3,51.3,11.2,266.1,23,9,10,2023-08-02T05:36:13,2023-08-02T19:40:00,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-08-03,92.4,78.7,85,102.2,78.7,90.3,72.5,67.1,0,0,0,,0,0,11.2,7.6,268.2,1005.6,41.7,12,296.8,25.7,9,10,2023-08-03T05:37:03,2023-08-03T19:39:00,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47108099999"
"Seoul,South Korea",2023-08-04,93.5,80,86,105.2,80,93.4,73.6,67.1,0,0,0,,0,0,7.8,6.7,284,1004,56.6,12.1,295.5,25.6,9,10,2023-08-04T05:37:54,2023-08-04T19:38:00,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47108099999"
"Seoul,South Korea",2023-08-05,94.9,80,86.5,107.1,80,94.8,74.2,67.6,0,0,0,,0,0,10.5,7,285.9,1000.4,32.2,12.1,301.6,26.1,9,10,2023-08-05T05:38:44,2023-08-05T19:36:58,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-08-06,91.1,81.6,85.2,106.5,88.8,95.3,76.7,76.3,0,0,0,,0,0,8.7,14.9,305,997.9,59.7,11.8,275.5,23.8,9,30,2023-08-06T05:39:35,2023-08-06T19:35:55,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47108099999"
"Seoul,South Korea",2023-08-07,93.5,80.8,87.1,107.9,86.2,96.7,75.3,68.6,0.004,100,4.17,rain,0,0,17.4,7.3,53.5,998.7,56.6,12,236.1,20.3,8,30,2023-08-07T05:40:26,2023-08-07T19:34:50,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,RKSM,47119099999,RKSI,47116599999,47122099999,47099099999,47108099999,RKSS"
"Seoul,South Korea",2023-08-08,96.4,79.8,87.7,108.1,79.8,94.5,72.2,60.8,0.044,100,8.33,rain,0,0,14.5,7.6,57.5,1001.6,32.8,11.6,265.8,22.9,9,10,2023-08-08T05:41:16,2023-08-08T19:33:44,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"47111099999,47098099999,47112099999,RKSM,47119099999,RKSI,47116599999,47122099999,RKSS,47108099999"
"Seoul,South Korea",2023-08-09,88.7,79.2,83.8,96.3,79.2,88.6,71,65.6,0,0,0,rain,0,0,25.5,8.8,57.5,1003.3,77.4,12.4,214.8,18.6,8,10,2023-08-09T05:42:07,2023-08-09T19:32:37,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-08-10,77.2,69.9,72.6,77.2,69.9,72.6,69.6,90.3,1.558,100,66.67,rain,0,0,40.3,16.8,14,996.7,100,6.2,10.9,1,0,10,2023-08-10T05:42:58,2023-08-10T19:31:29,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,RKSM,47119099999,RKSI,47122099999,47116599999,47099099999,47108099999,RKSS,47113199999"
"Seoul,South Korea",2023-08-11,77.3,71.1,74.1,77.3,71.1,74.1,72,93.1,0.372,100,54.17,rain,0,0,35.6,10.8,197.5,997.8,99.2,6.4,20.5,1.8,1,10,2023-08-11T05:43:49,2023-08-11T19:30:19,0.82,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2023-08-12,75.4,72.7,74.2,75.4,72.7,74.2,71,89.8,0.016,100,12.5,rain,0,0,10.7,5.8,79,1003.2,91,9.9,65.5,5.7,5,10,2023-08-12T05:44:40,2023-08-12T19:29:08,0.85,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-08-13,87.4,72.7,80,94.5,72.7,83.7,72.2,78.1,0,0,0,,0,0,5.1,4.5,70.3,1004.1,87,12,178.2,15.5,8,10,2023-08-13T05:45:31,2023-08-13T19:27:57,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47108099999"
"Seoul,South Korea",2023-08-14,89.3,77,82.6,99.9,77,87.3,73.8,75.5,0,0,0,,0,0,9.2,7.3,332.2,1005.2,46.4,9.7,290.5,25.1,9,10,2023-08-14T05:46:23,2023-08-14T19:26:44,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47108099999"
"Seoul,South Korea",2023-08-15,90.6,76.5,83,102.4,76.5,87.8,72.5,71.1,0,0,0,,0,0,9.4,8.3,354,1004.4,72.4,12.1,241,20.6,9,30,2023-08-15T05:47:14,2023-08-15T19:25:30,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-08-16,88.9,76.3,81.6,96.5,76.3,85.1,71.4,71.5,0,0,0,rain,0,0,8.1,7.2,349.7,1003.3,65.6,12.1,204.5,17.7,7,10,2023-08-16T05:48:05,2023-08-16T19:24:15,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47108099999"
"Seoul,South Korea",2023-08-17,90,76.3,82.3,96.8,76.3,86.1,72.5,73.2,0,0,0,,0,0,6.9,6.6,43.5,1004.2,49.7,11.6,276.3,24,9,10,2023-08-17T05:48:56,2023-08-17T19:22:59,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47098099999,47097099999,47119099999,RKSI,47099099999,47108099999,47111099999,47112099999,RKSM,47127043216,47116599999,47122099999,RKSS"
"Seoul,South Korea",2023-08-18,91.8,78,84.4,103.1,78,90.5,74.1,72,0.004,100,4.17,rain,0,0,7.6,8.5,293.2,1005.8,55.9,11.4,253.4,21.9,9,10,2023-08-18T05:49:47,2023-08-18T19:21:42,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999,RKSS"
"Seoul,South Korea",2023-08-19,91.7,79.7,84.4,100.6,79.7,89.4,72.5,68.3,0,0,0,,0,0,8.5,8.1,262.1,1008.9,45,11.9,278.2,24,9,10,2023-08-19T05:50:38,2023-08-19T19:20:24,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47108099999"
"Seoul,South Korea",2023-08-20,88.9,78.1,82.8,97.3,78.1,87.1,72.4,71.4,0,0,0,,0,0,6.7,6,270.8,1010.5,79.2,12,268.4,23.2,9,10,2023-08-20T05:51:29,2023-08-20T19:19:05,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-08-21,92.2,79,84.8,105.1,79,91.2,73.8,70.3,0,0,0,rain,0,0,13.9,8.3,168.9,1007.2,69.4,12,239.1,20.6,8,10,2023-08-21T05:52:20,2023-08-21T19:17:45,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2023-08-22,89.8,79,82.6,100.2,79,88.4,75.1,78.6,1.493,100,50,rain,0,0.1,20.6,15.1,156,1003.5,86,10.9,162.6,14.1,6,30,2023-08-22T05:53:11,2023-08-22T19:16:25,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-08-23,80.9,73.7,77,86.6,73.7,77.4,74.2,91.2,1.628,100,70.83,rain,0,0,10.5,8,95.2,1004.6,98.4,8.9,23.6,2,2,10,2023-08-23T05:54:01,2023-08-23T19:15:03,0.23,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47108099999"
"Seoul,South Korea",2023-08-24,81.6,72.5,77,87.2,72.5,78.1,72.2,85.3,0.224,100,25,rain,0,0,9.8,8.1,52.6,1005.8,90.5,11.2,126.9,10.9,7,10,2023-08-24T05:54:52,2023-08-24T19:13:41,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"47098099999,47119099999,RKSI,47099099999,47108099999,47111099999,47112099999,RKSM,47110099999,47127043216,47122099999,47116599999,RKSS,47113199999"
"Seoul,South Korea",2023-08-25,85.4,75.3,79.7,91.6,75.3,81.8,71.9,77.8,0.013,100,4.17,rain,0,0,13.6,9.7,259.8,1006.6,65.7,12.2,266.6,23.1,9,10,2023-08-25T05:55:43,2023-08-25T19:12:18,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-08-26,86.2,74.3,79.6,91,74.3,80.9,69.4,72.3,0,0,0,,0,0,7.2,7.9,262.6,1009,65.6,10.5,205,17.7,7,10,2023-08-26T05:56:34,2023-08-26T19:10:54,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-08-27,84.6,72.7,78.9,90.1,72.7,80.8,70,74.5,0,0,0,rain,0,0,14.3,5.4,42.7,1008.2,87.8,12,79.9,6.8,3,10,2023-08-27T05:57:24,2023-08-27T19:09:30,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-08-28,78.1,69.2,73,78.1,69.2,73,69,87.4,0.442,100,62.5,rain,0,0,26.4,10.5,51.5,1007.2,99.2,10.2,44.8,3.9,3,10,2023-08-28T05:58:15,2023-08-28T19:08:04,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,RKSM,47119099999,RKSI,47122099999,47116599999,47099099999,47108099999,RKSS"
"Seoul,South Korea",2023-08-29,78.1,72.6,75.4,78.1,72.6,75.4,71.7,88.3,2.14,100,62.5,rain,0,0,28.9,7.5,161.2,1004.6,97.5,10.5,16.3,1.4,1,10,2023-08-29T05:59:05,2023-08-29T19:06:39,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-08-30,76.2,71.6,73.3,76.2,71.6,73.3,69.6,88.5,0.154,100,33.33,rain,0,0,6.7,4.5,207,1008.7,95.1,10.4,106.9,9.2,5,10,2023-08-30T05:59:55,2023-08-30T19:05:12,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-08-31,83.5,69.8,74.9,84.8,69.8,75.2,66.7,77.2,0,0,0,rain,0,0,12.8,6.8,266.8,1010.1,71.8,9.9,231.4,20.1,8,10,2023-08-31T06:00:46,2023-08-31T19:03:45,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999,RKSS"
"Seoul,South Korea",2023-09-01,85.2,67.5,76,85.8,67.5,76.2,64.5,69.8,0,0,0,,0,0,12.5,7.8,308.9,1011.5,13.4,12.1,275.9,23.8,9,10,2023-09-01T06:01:36,2023-09-01T19:02:17,0.54,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2023-09-02,87.1,67.5,77.3,87.2,67.5,77.6,63.5,64.6,0,0,0,,0,0,4.5,6.9,24.2,1011.3,53.5,12.1,255.6,22.2,9,10,2023-09-02T06:02:26,2023-09-02T19:00:49,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-09-03,83.6,73.6,78.1,89.9,73.6,79.8,70.2,77.1,0.005,100,8.33,rain,0,0,5.8,6.4,51.2,1011.7,87.9,12.2,193.7,16.6,8,10,2023-09-03T06:03:16,2023-09-03T18:59:21,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47116599999,47122099999,47099099999,47108099999,RKSS"
"Seoul,South Korea",2023-09-04,86.1,76.1,80.7,93.9,76.1,84.5,73.5,79.3,0.024,100,20.83,rain,0,0,4.3,5.9,28.7,1011.7,92.4,12.5,162.5,13.9,7,10,2023-09-04T06:04:06,2023-09-04T18:57:51,0.64,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-09-05,90.6,77.1,83,98.7,77.1,86.4,72,70.7,0,0,0,,0,0,13.9,5.5,25.7,1011,71.4,12,251,21.6,8,30,2023-09-05T06:04:56,2023-09-05T18:56:22,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,RKSI,47116599999,47122099999,47099099999,47108099999,RKSS"
"Seoul,South Korea",2023-09-06,89.8,75.4,82.2,93.2,75.4,84.3,69.3,66.7,0,0,0,,0,0,19.7,8.2,50.6,1011.1,18.8,12.6,260.3,22.6,8,30,2023-09-06T06:05:46,2023-09-06T18:54:52,0.7,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-09-07,88.8,70.2,79.3,88.2,70.2,79.2,61.4,56.3,0,0,0,,0,0,11.9,7.9,61.7,1014.2,0.1,11.9,269.7,23.2,9,10,2023-09-07T06:06:36,2023-09-07T18:53:21,0.75,Clear,Clear conditions throughout the day.,clear-day,"47098099999,47097099999,47119099999,RKSI,47099099999,47108099999,47111099999,47112099999,RKSM,47127043216,47122099999,47116599999,RKSS"
"Seoul,South Korea",2023-09-08,86.2,67.3,77.4,87.4,67.3,77.7,61.1,58.2,0,0,0,,0,0,11,9.1,0.9,1012.9,1.3,12.2,265.5,22.9,9,10,2023-09-08T06:07:26,2023-09-08T18:51:50,0.77,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2023-09-09,87.9,70,78.4,89.5,70,79.2,65.4,65.7,0,0,0,,0,0,9.2,8,308.8,1010.4,25.3,11.9,255.1,22.2,8,10,2023-09-09T06:08:16,2023-09-09T18:50:19,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2023-09-10,85.5,71.7,78.3,88.4,71.7,79.4,66.6,68,0,0,0,,0,0,8.1,6.8,301.1,1009.6,65.2,11.9,215.6,18.6,7,10,2023-09-10T06:09:06,2023-09-10T18:48:48,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47108099999"
"Seoul,South Korea",2023-09-11,85.3,73.6,78,87.5,73.6,78.8,66.2,67.7,0,0,0,rain,0,0,8.1,8.2,272.4,1008.7,62.9,12,178.5,15.5,8,10,2023-09-11T06:09:56,2023-09-11T18:47:16,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2023-09-12,84.6,70.9,77.9,87.7,70.9,78.9,67.1,70.1,0,0,0,,0,0,10.5,7.1,305.8,1010.1,74.7,12.1,217.5,18.8,7,10,2023-09-12T06:10:46,2023-09-12T18:45:44,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47120099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2023-09-13,76.3,67.3,72.5,76.3,67.3,72.5,67.4,84.1,0.748,100,50,rain,0,0,14.1,6.9,52.1,1011.4,99.3,9.2,10.7,0.9,0,10,2023-09-13T06:11:36,2023-09-13T18:44:12,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47120099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-09-14,80.6,66.4,73.5,82.6,66.4,73.6,64.7,75,0.062,100,12.5,rain,0,0,16.8,8,58.3,1012.4,80.6,11.9,160.1,13.8,7,10,2023-09-14T06:12:26,2023-09-14T18:42:39,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"47098099999,47119099999,RKSI,47099099999,47108099999,47111099999,47112099999,47120099999,RKSM,47127043216,47116599999,47122099999,RKSS,47113199999"
"Seoul,South Korea",2023-09-15,75.4,68.4,72.3,75.4,68.4,72.3,65.8,80.3,0.119,100,37.5,rain,0,0,11.9,7.1,56.7,1013.6,98.4,11.9,64.3,5.5,4,10,2023-09-15T06:13:16,2023-09-15T18:41:07,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2023-09-16,79.8,71.7,75.1,79.8,71.7,75.1,70.8,86.9,1.133,100,33.33,rain,0,0,7.4,5.2,47.6,1011.5,97,11.1,87.8,7.7,5,10,2023-09-16T06:14:06,2023-09-16T18:39:34,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-09-17,81.8,71.8,76.1,86.6,71.8,77.1,71.2,85.4,0.531,100,12.5,rain,0,0,13.9,6.2,296,1009.8,78.4,10.9,178.6,15.3,7,10,2023-09-17T06:14:56,2023-09-17T18:38:01,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2023-09-18,83.5,71.8,76.7,88.1,71.8,77.7,69.3,78.8,0.007,100,4.17,rain,0,0,9.2,8.9,262.9,1011.6,46.4,10.9,225.4,19.5,8,10,2023-09-18T06:15:46,2023-09-18T18:36:28,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2023-09-19,80.9,70.8,75.1,83.4,70.8,75.4,68.7,81.1,0,0,0,,0,0,9.2,6.8,262,1013.6,78.9,9.8,183,15.8,6,10,2023-09-19T06:16:36,2023-09-19T18:34:55,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,RKSM,47119099999,RKSI,47116599999,47122099999,47099099999,47108099999,RKSS"
"Seoul,South Korea",2023-09-20,73.4,66.3,69.8,73.4,66.3,69.8,67.7,93.4,1.314,100,50,rain,0,0,29.8,10.3,49.1,1011.2,93.1,5.1,9.7,0.8,1,10,2023-09-20T06:17:27,2023-09-20T18:33:22,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47098099999,47119099999,RKSI,47099099999,47108099999,47111099999,47112099999,RKSM,47127043216,47116599999,47122099999,RKSS,47113199999"
"Seoul,South Korea",2023-09-21,74.3,64.7,68.4,74.3,64.7,68.4,57.8,69.5,0.054,100,12.5,rain,0,0,27.1,9.7,33.2,1010.9,77.4,12.2,143.7,12.3,5,10,2023-09-21T06:18:17,2023-09-21T18:31:49,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47108099999"
"Seoul,South Korea",2023-09-22,79.7,59.2,68.5,79.7,59.2,68.5,56.7,68.8,0,0,0,,0,0,10.1,5.9,320.2,1015.4,23.3,12.2,235.3,20.3,8,10,2023-09-22T06:19:08,2023-09-22T18:30:16,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-09-23,80.6,62,71.1,80.6,62,71.1,57.6,64.5,0,0,0,,0,0,21.5,9.3,56.5,1019.1,45.9,12.2,194.7,16.9,7,10,2023-09-23T06:19:58,2023-09-23T18:28:43,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-09-24,79,64.6,71.1,79,64.6,71.1,54.5,57.3,0,0,0,,0,0,21.3,8.7,63.4,1019.7,48.8,12.3,213,18.5,8,10,2023-09-24T06:20:49,2023-09-24T18:27:10,0.32,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-09-25,78.2,64.4,70.8,78.2,64.4,70.8,58.3,65.1,0.048,100,20.83,rain,0,0,11.2,6.6,47.8,1016.2,95.1,12.2,102.1,9,5,10,2023-09-25T06:21:40,2023-09-25T18:25:38,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47120099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2023-09-26,69.3,65.6,67.8,69.3,65.6,67.8,66.3,94.8,1.181,100,95.83,rain,0,0,13.6,6.4,46.3,1012.6,99.8,5.3,4.5,0.3,0,10,2023-09-26T06:22:31,2023-09-26T18:24:05,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-09-27,73.6,68.1,70.6,73.6,68.1,70.6,67.6,90.6,0.247,100,54.17,rain,0,0,7.2,6,309.9,1010.7,88.1,8.4,55.5,4.7,3,10,2023-09-27T06:23:22,2023-09-27T18:22:33,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47120099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2023-09-28,80.6,67.2,72.5,82,67.2,72.5,65.2,79,0,0,0,rain,0,0,12.8,7.9,264.2,1013,42.9,7.1,220.7,18.9,8,10,2023-09-28T06:24:14,2023-09-28T18:21:01,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,RKSM,47119099999,RKSI,47116599999,47122099999,47099099999,47108099999,RKSS"
"Seoul,South Korea",2023-09-29,79.9,63.5,69.9,79.9,63.5,69.9,55.8,63.2,0,0,0,,0,0,10.1,7.1,273.4,1014,75.5,10.7,210.6,18.2,7,10,2023-09-29T06:25:06,2023-09-29T18:19:29,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47098099999,47119099999,RKSI,47099099999,47108099999,47111099999,47112099999,47120099999,RKSM,47110099999,47127043216,47116599999,47122099999,RKSS,47113199999"
"Seoul,South Korea",2023-09-30,71.8,64.7,67.8,71.8,64.7,67.8,59.7,75.6,0.177,100,29.17,rain,0,0,17,11.3,214,1010.6,73.2,11.9,198,17,7,10,2023-09-30T06:25:57,2023-09-30T18:17:57,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2023-10-01,74.3,58.3,65.2,74.3,58.3,65.2,50.3,60.7,0.008,100,4.17,rain,0,0,22.6,8.7,287.7,1013.7,4.9,12.3,227.8,19.5,8,10,2023-10-01T06:26:49,2023-10-01T18:16:25,0.56,Rain,Clear conditions throughout the day with early morning rain.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2023-10-02,75.4,55.3,64.8,75.4,55.3,64.8,46.6,54.2,0,0,0,,0,0,12.1,7.6,338.2,1017.6,22,12.3,218.8,18.9,8,10,2023-10-02T06:27:42,2023-10-02T18:14:54,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2023-10-03,71.9,58,63.4,71.9,58,63.4,51.2,64.8,0,0,0,,0,0,8.5,5.8,50.7,1017.3,51.2,12.3,131,11,5,10,2023-10-03T06:28:34,2023-10-03T18:13:24,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2023-10-04,73.6,56.5,63.2,73.6,56.5,63.2,55.8,78,0.625,100,20.83,rain,0,0,27.5,10.2,287.2,1013.8,65.7,10.7,174,14.8,7,10,2023-10-04T06:29:27,2023-10-04T18:11:53,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,RKSI,47122099999,47116599999,47099099999,47108099999,RKSS,47113199999"
"Seoul,South Korea",2023-10-05,66.3,50.5,57.9,66.3,50.5,57.9,36.6,45.3,0.002,100,4.17,rain,0,0,34.2,8.6,304,1016.2,20.5,17.6,225.6,19.4,8,10,2023-10-05T06:30:20,2023-10-05T18:10:23,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2023-10-06,70,46.8,59.4,70,46.8,59.4,42.6,55.7,0,0,0,,0,0,14.8,6.4,293.6,1018.6,69.8,21.1,205.4,17.8,7,10,2023-10-06T06:31:13,2023-10-06T18:08:54,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47098099999,47119099999,RKSI,47099099999,47108099999,47111099999,47112099999,47120099999,RKSM,47127043216,47116599999,47122099999,RKSS"
